Party;Voting ID;Yes;No;Unregistered;Refrained;Excused;Max
KSČM;70280;0;8;1;6;0;N
KDU-ČSL;70280;8;0;1;1;0;Y
TOP09;70280;4;0;1;0;2;Y
STAN;70280;5;0;0;1;0;Y
Nezařaz;70280;4;0;0;1;0;Y
ANO;70281;0;65;0;10;3;N
ODS;70281;23;0;0;0;0;Y
Piráti;70281;21;0;0;0;1;Y
SPD;70281;14;0;0;3;2;Y
ČSSD;70281;0;8;0;6;1;N
KSČM;70281;0;11;1;3;0;N
KDU-ČSL;70281;9;0;1;0;0;Y
TOP09;70281;4;0;1;0;2;Y
STAN;70281;6;0;0;0;0;Y
Nezařaz;70281;4;0;0;1;0;Y
ANO;70282;0;65;0;10;3;N
ODS;70282;23;0;0;0;0;Y
Piráti;70282;21;0;0;0;1;Y
SPD;70282;16;0;0;1;2;Y
ČSSD;70282;1;7;0;6;1;N
KSČM;70282;0;10;1;4;0;N
KDU-ČSL;70282;10;0;0;0;0;Y
TOP09;70282;4;0;1;0;2;Y
STAN;70282;6;0;0;0;0;Y
Nezařaz;70282;4;0;0;1;0;Y
ANO;70283;0;70;0;5;3;N
ODS;70283;22;0;0;1;0;Y
Piráti;70283;21;0;0;0;1;Y
SPD;70283;16;0;0;1;2;Y
ČSSD;70283;0;7;0;7;1;O
KSČM;70283;0;7;1;7;0;O
KDU-ČSL;70283;10;0;0;0;0;Y
TOP09;70283;4;0;1;0;2;Y
STAN;70283;6;0;0;0;0;Y
Nezařaz;70283;4;0;0;1;0;Y
ANO;70284;0;63;0;12;3;N
ODS;70284;23;0;0;0;0;Y
Piráti;70284;21;0;0;0;1;Y
SPD;70284;15;0;0;2;2;Y
ČSSD;70284;0;7;0;7;1;O
KSČM;70284;0;11;1;3;0;N
KDU-ČSL;70284;9;0;0;1;0;Y
TOP09;70284;4;0;1;0;2;Y
STAN;70284;6;0;0;0;0;Y
Nezařaz;70284;4;0;0;1;0;Y
ANO;70285;0;64;0;11;3;N
ODS;70285;23;0;0;0;0;Y
Piráti;70285;20;0;0;1;1;Y
SPD;70285;15;0;0;2;2;Y
ČSSD;70285;0;9;0;5;1;N
KSČM;70285;0;8;1;6;0;N
KDU-ČSL;70285;9;0;0;1;0;Y
TOP09;70285;4;0;1;0;2;Y
STAN;70285;6;0;0;0;0;Y
Nezařaz;70285;4;0;0;1;0;Y
ANO;70286;0;65;0;10;3;N
ODS;70286;23;0;0;0;0;Y
Piráti;70286;21;0;0;0;1;Y
SPD;70286;16;0;0;1;2;Y
ČSSD;70286;0;8;0;6;1;N
KSČM;70286;0;10;1;4;0;N
KDU-ČSL;70286;9;0;0;1;0;Y
TOP09;70286;4;0;1;0;2;Y
STAN;70286;6;0;0;0;0;Y
Nezařaz;70286;4;0;0;1;0;Y
ANO;70287;0;67;0;8;3;N
ODS;70287;22;0;0;1;0;Y
Piráti;70287;21;0;0;0;1;Y
SPD;70287;16;0;0;1;2;Y
ČSSD;70287;0;7;0;7;1;O
KSČM;70287;0;8;1;6;0;N
KDU-ČSL;70287;8;0;0;2;0;Y
TOP09;70287;4;0;1;0;2;Y
STAN;70287;6;0;0;0;0;Y
Nezařaz;70287;4;0;0;1;0;Y
ANO;70288;0;68;0;7;3;N
ODS;70288;22;0;0;1;0;Y
Piráti;70288;21;0;0;0;1;Y
SPD;70288;14;0;0;3;2;Y
ČSSD;70288;0;7;0;7;1;O
KSČM;70288;0;10;0;5;0;N
KDU-ČSL;70288;9;0;0;1;0;Y
TOP09;70288;4;0;1;0;2;Y
STAN;70288;6;0;0;0;0;Y
Nezařaz;70288;4;0;0;1;0;Y
ANO;70289;0;66;0;9;3;N
ODS;70289;22;0;0;1;0;Y
Piráti;70289;21;0;0;0;1;Y
SPD;70289;16;0;0;1;2;Y
ČSSD;70289;0;6;0;8;1;O
KSČM;70289;0;8;0;7;0;N
KDU-ČSL;70289;9;0;0;1;0;Y
TOP09;70289;4;0;1;0;2;Y
STAN;70289;6;0;0;0;0;Y
Nezařaz;70289;4;0;0;1;0;Y
ANO;70290;0;62;0;13;3;N
ODS;70290;23;0;0;0;0;Y
Piráti;70290;21;0;0;0;1;Y
SPD;70290;15;0;0;2;2;Y
ČSSD;70290;0;8;0;6;1;N
KSČM;70290;0;9;0;6;0;N
KDU-ČSL;70290;9;0;0;1;0;Y
TOP09;70290;4;0;1;0;2;Y
STAN;70290;5;0;0;1;0;Y
Nezařaz;70290;4;0;0;1;0;Y
ANO;70291;0;64;0;11;3;N
ODS;70291;23;0;0;0;0;Y
Piráti;70291;21;0;0;0;1;Y
SPD;70291;14;0;0;3;2;Y
ČSSD;70291;0;6;0;8;1;O
KSČM;70291;0;7;0;8;0;O
KDU-ČSL;70291;8;0;0;2;0;Y
TOP09;70291;4;0;1;0;2;Y
STAN;70291;6;0;0;0;0;Y
Nezařaz;70291;4;0;0;1;0;Y
ANO;70292;0;64;0;11;3;N
ODS;70292;22;0;0;1;0;Y
Piráti;70292;21;0;0;0;1;Y
SPD;70292;16;0;0;1;2;Y
ČSSD;70292;0;7;0;7;1;O
KSČM;70292;0;10;0;5;0;N
KDU-ČSL;70292;9;0;0;1;0;Y
TOP09;70292;4;0;1;0;2;Y
STAN;70292;6;0;0;0;0;Y
Nezařaz;70292;4;0;0;1;0;Y
ANO;70293;0;65;0;10;3;N
ODS;70293;21;0;0;2;0;Y
Piráti;70293;21;0;0;0;1;Y
SPD;70293;16;0;0;1;2;Y
ČSSD;70293;0;7;0;7;1;O
KSČM;70293;0;8;0;7;0;N
KDU-ČSL;70293;9;0;0;1;0;Y
TOP09;70293;4;0;1;0;2;Y
STAN;70293;6;0;0;0;0;Y
Nezařaz;70293;5;0;0;0;0;Y
ANO;70294;0;64;0;11;3;N
ODS;70294;22;0;0;1;0;Y
Piráti;70294;21;0;0;0;1;Y
SPD;70294;17;0;0;0;2;Y
ČSSD;70294;0;8;0;6;1;N
KSČM;70294;0;10;0;5;0;N
KDU-ČSL;70294;9;0;0;1;0;Y
TOP09;70294;3;0;1;1;2;O
STAN;70294;6;0;0;0;0;Y
Nezařaz;70294;4;0;0;1;0;Y
ANO;70295;0;65;0;10;3;N
ODS;70295;22;0;0;1;0;Y
Piráti;70295;21;0;0;0;1;Y
SPD;70295;17;0;0;0;2;Y
ČSSD;70295;1;5;0;8;1;O
KSČM;70295;0;8;0;7;0;N
KDU-ČSL;70295;8;0;0;2;0;Y
TOP09;70295;4;0;1;0;2;Y
STAN;70295;6;0;0;0;0;Y
Nezařaz;70295;4;0;0;1;0;Y
ANO;70296;0;64;0;11;3;N
ODS;70296;23;0;0;0;0;Y
Piráti;70296;21;0;0;0;1;Y
SPD;70296;16;0;0;1;2;Y
ČSSD;70296;0;6;0;8;1;O
KSČM;70296;0;6;0;9;0;O
KDU-ČSL;70296;9;0;0;1;0;Y
TOP09;70296;4;0;1;0;2;Y
STAN;70296;5;0;0;1;0;Y
Nezařaz;70296;4;0;0;1;0;Y
ANO;70297;0;67;0;8;3;N
ODS;70297;20;0;0;3;0;Y
Piráti;70297;21;0;0;0;1;Y
SPD;70297;16;0;0;1;2;Y
ČSSD;70297;0;6;0;8;1;O
KSČM;70297;0;11;0;4;0;N
KDU-ČSL;70297;9;0;0;1;0;Y
TOP09;70297;4;0;1;0;2;Y
STAN;70297;6;0;0;0;0;Y
Nezařaz;70297;4;0;0;1;0;Y
ANO;70298;0;65;0;10;3;N
ODS;70298;23;0;0;0;0;Y
Piráti;70298;21;0;0;0;1;Y
SPD;70298;17;0;0;0;2;Y
ČSSD;70298;0;7;0;7;1;O
KSČM;70298;0;10;0;5;0;N
KDU-ČSL;70298;9;0;0;1;0;Y
TOP09;70298;4;0;1;0;2;Y
STAN;70298;6;0;0;0;0;Y
Nezařaz;70298;4;0;0;1;0;Y
ANO;70299;0;68;0;7;3;N
ODS;70299;23;0;0;0;0;Y
Piráti;70299;20;0;0;1;1;Y
SPD;70299;17;0;0;0;2;Y
ČSSD;70299;0;6;0;8;1;O
KSČM;70299;0;9;0;6;0;N
KDU-ČSL;70299;9;0;0;1;0;Y
TOP09;70299;4;0;1;0;2;Y
STAN;70299;6;0;0;0;0;Y
Nezařaz;70299;5;0;0;0;0;Y
ANO;70300;0;64;0;11;3;N
ODS;70300;22;0;0;1;0;Y
Piráti;70300;20;0;0;1;1;Y
SPD;70300;16;0;0;1;2;Y
ČSSD;70300;0;6;0;8;1;O
KSČM;70300;0;9;0;6;0;N
KDU-ČSL;70300;9;0;0;1;0;Y
TOP09;70300;4;0;1;0;2;Y
STAN;70300;5;0;0;1;0;Y
Nezařaz;70300;4;0;0;1;0;Y
ANO;70301;0;67;0;8;3;N
ODS;70301;22;0;0;1;0;Y
Piráti;70301;20;0;0;1;1;Y
SPD;70301;16;0;0;1;2;Y
ČSSD;70301;0;6;0;8;1;O
KSČM;70301;0;11;0;4;0;N
KDU-ČSL;70301;9;0;0;1;0;Y
TOP09;70301;3;0;1;1;2;O
STAN;70301;4;0;0;2;0;Y
Nezařaz;70301;4;0;0;1;0;Y
ANO;70302;0;65;0;10;3;N
ODS;70302;22;0;0;1;0;Y
Piráti;70302;20;0;0;1;1;Y
SPD;70302;17;0;0;0;2;Y
ČSSD;70302;0;4;0;10;1;O
KSČM;70302;0;9;0;6;0;N
KDU-ČSL;70302;9;0;0;1;0;Y
TOP09;70302;3;0;1;1;2;O
STAN;70302;5;0;0;1;0;Y
Nezařaz;70302;4;0;0;1;0;Y
ANO;70303;0;62;0;13;3;N
ODS;70303;21;0;0;2;0;Y
Piráti;70303;19;0;0;2;1;Y
SPD;70303;17;0;0;0;2;Y
ČSSD;70303;0;6;0;8;1;O
KSČM;70303;0;10;0;5;0;N
KDU-ČSL;70303;9;0;0;1;0;Y
TOP09;70303;3;0;1;1;2;O
STAN;70303;5;0;0;1;0;Y
Nezařaz;70303;5;0;0;0;0;Y
ANO;70304;0;69;0;6;3;N
ODS;70304;21;0;0;2;0;Y
Piráti;70304;20;0;0;1;1;Y
SPD;70304;16;0;0;1;2;Y
ČSSD;70304;0;4;0;10;1;O
KSČM;70304;0;10;0;5;0;N
KDU-ČSL;70304;9;0;0;1;0;Y
TOP09;70304;3;0;1;1;2;O
STAN;70304;6;0;0;0;0;Y
Nezařaz;70304;5;0;0;0;0;Y
ANO;70305;0;68;0;7;3;N
ODS;70305;22;0;0;1;0;Y
Piráti;70305;21;0;0;0;1;Y
SPD;70305;17;0;0;0;2;Y
ČSSD;70305;0;6;0;8;1;O
KSČM;70305;0;12;0;3;0;N
KDU-ČSL;70305;9;0;0;1;0;Y
TOP09;70305;3;0;1;1;2;O
STAN;70305;6;0;0;0;0;Y
Nezařaz;70305;5;0;0;0;0;Y
ANO;70306;0;66;0;9;3;N
ODS;70306;21;0;0;2;0;Y
Piráti;70306;19;0;0;2;1;Y
SPD;70306;16;0;0;1;2;Y
ČSSD;70306;0;6;0;8;1;O
KSČM;70306;0;10;0;5;0;N
KDU-ČSL;70306;9;0;0;1;0;Y
TOP09;70306;3;0;1;1;2;O
STAN;70306;6;0;0;0;0;Y
Nezařaz;70306;5;0;0;0;0;Y
ANO;70307;0;69;3;3;3;N
ODS;70307;23;0;0;0;0;Y
Piráti;70307;20;0;0;1;1;Y
SPD;70307;17;0;1;0;1;Y
ČSSD;70307;0;5;6;2;2;O
KSČM;70307;0;12;2;1;0;N
KDU-ČSL;70307;8;0;1;1;0;Y
TOP09;70307;3;0;2;0;2;O
STAN;70307;5;0;0;1;0;Y
Nezařaz;70307;5;0;0;0;0;Y
ANO;70308;0;67;1;7;3;N
ODS;70308;23;0;0;0;0;Y
Piráti;70308;19;0;0;2;1;Y
SPD;70308;16;0;1;1;1;Y
ČSSD;70308;0;4;6;3;2;O
KSČM;70308;0;13;0;2;0;N
KDU-ČSL;70308;9;0;1;0;0;Y
TOP09;70308;3;0;2;0;2;O
STAN;70308;5;0;0;1;0;Y
Nezařaz;70308;5;0;0;0;0;Y
ANO;70309;0;65;0;10;3;N
ODS;70309;20;0;0;3;0;Y
Piráti;70309;21;0;0;0;1;Y
SPD;70309;17;0;1;0;1;Y
ČSSD;70309;0;7;4;2;2;O
KSČM;70309;0;11;0;4;0;N
KDU-ČSL;70309;8;0;1;1;0;Y
TOP09;70309;3;0;2;0;2;O
STAN;70309;6;0;0;0;0;Y
Nezařaz;70309;5;0;0;0;0;Y
ANO;70310;0;67;0;8;3;N
ODS;70310;22;0;0;1;0;Y
Piráti;70310;21;0;0;0;1;Y
SPD;70310;17;0;1;0;1;Y
ČSSD;70310;0;5;4;4;2;O
KSČM;70310;0;11;0;4;0;N
KDU-ČSL;70310;9;0;1;0;0;Y
TOP09;70310;2;0;2;1;2;O
STAN;70310;5;0;0;1;0;Y
Nezařaz;70310;4;0;0;1;0;Y
ANO;70311;0;66;0;9;3;N
ODS;70311;22;0;0;1;0;Y
Piráti;70311;21;0;0;0;1;Y
SPD;70311;15;0;1;2;1;Y
ČSSD;70311;0;5;3;5;2;O
KSČM;70311;0;10;0;5;0;N
KDU-ČSL;70311;8;0;1;1;0;Y
TOP09;70311;3;0;2;0;2;O
STAN;70311;4;0;0;2;0;Y
Nezařaz;70311;4;0;0;1;0;Y
ANO;70312;0;67;0;8;3;N
ODS;70312;22;0;0;1;0;Y
Piráti;70312;21;0;0;0;1;Y
SPD;70312;17;0;1;0;1;Y
ČSSD;70312;0;5;3;5;2;O
KSČM;70312;0;11;0;4;0;N
KDU-ČSL;70312;9;0;1;0;0;Y
TOP09;70312;3;0;2;0;2;O
STAN;70312;5;0;0;1;0;Y
Nezařaz;70312;5;0;0;0;0;Y
ANO;70313;0;65;0;10;3;N
ODS;70313;22;0;0;1;0;Y
Piráti;70313;21;0;0;0;1;Y
SPD;70313;17;0;1;0;1;Y
ČSSD;70313;1;5;3;4;2;O
KSČM;70313;0;12;0;3;0;N
KDU-ČSL;70313;9;0;1;0;0;Y
TOP09;70313;3;0;2;0;2;O
STAN;70313;5;0;0;1;0;Y
Nezařaz;70313;4;0;0;1;0;Y
ANO;70314;0;69;0;6;3;N
ODS;70314;22;0;0;1;0;Y
Piráti;70314;21;0;0;0;1;Y
SPD;70314;15;0;1;2;1;Y
ČSSD;70314;0;5;3;5;2;O
KSČM;70314;0;12;0;3;0;N
KDU-ČSL;70314;9;0;1;0;0;Y
TOP09;70314;3;0;2;0;2;O
STAN;70314;5;0;0;1;0;Y
Nezařaz;70314;4;0;0;1;0;Y
ANO;70315;0;66;0;9;3;N
ODS;70315;22;0;0;1;0;Y
Piráti;70315;21;0;0;0;1;Y
SPD;70315;16;0;1;1;1;Y
ČSSD;70315;0;6;3;4;2;O
KSČM;70315;0;11;0;4;0;N
KDU-ČSL;70315;9;0;1;0;0;Y
TOP09;70315;3;0;2;0;2;O
STAN;70315;5;0;0;1;0;Y
Nezařaz;70315;5;0;0;0;0;Y
ANO;70316;0;69;0;6;3;N
ODS;70316;22;0;0;1;0;Y
Piráti;70316;21;0;0;0;1;Y
SPD;70316;16;0;1;1;1;Y
ČSSD;70316;0;7;3;3;2;O
KSČM;70316;0;11;0;4;0;N
KDU-ČSL;70316;9;0;1;0;0;Y
TOP09;70316;3;0;2;0;2;O
STAN;70316;5;0;0;1;0;Y
Nezařaz;70316;4;0;0;1;0;Y
ANO;70317;0;67;0;8;3;N
ODS;70317;22;0;0;1;0;Y
Piráti;70317;21;0;0;0;1;Y
SPD;70317;17;0;1;0;1;Y
ČSSD;70317;0;7;3;3;2;O
KSČM;70317;0;12;0;3;0;N
KDU-ČSL;70317;9;0;1;0;0;Y
TOP09;70317;3;0;2;0;2;O
STAN;70317;5;0;0;1;0;Y
Nezařaz;70317;5;0;0;0;0;Y
ANO;70318;0;69;0;6;3;N
ODS;70318;22;0;0;1;0;Y
Piráti;70318;20;0;0;1;1;Y
SPD;70318;16;0;1;1;1;Y
ČSSD;70318;0;5;3;5;2;O
KSČM;70318;0;12;0;3;0;N
KDU-ČSL;70318;9;0;1;0;0;Y
TOP09;70318;3;0;2;0;2;O
STAN;70318;5;0;0;1;0;Y
Nezařaz;70318;5;0;0;0;0;Y
ANO;70319;0;69;0;6;3;N
ODS;70319;21;0;0;2;0;Y
Piráti;70319;21;0;0;0;1;Y
SPD;70319;16;0;1;1;1;Y
ČSSD;70319;0;6;3;4;2;O
KSČM;70319;0;10;0;5;0;N
KDU-ČSL;70319;9;0;1;0;0;Y
TOP09;70319;3;0;2;0;2;O
STAN;70319;5;0;0;1;0;Y
Nezařaz;70319;4;0;0;1;0;Y
ANO;70320;0;62;0;13;3;N
ODS;70320;21;0;0;2;0;Y
Piráti;70320;21;0;0;0;1;Y
SPD;70320;16;0;1;1;1;Y
ČSSD;70320;0;6;3;4;2;O
KSČM;70320;0;10;0;5;0;N
KDU-ČSL;70320;9;0;1;0;0;Y
TOP09;70320;4;0;1;0;2;Y
STAN;70320;5;0;0;1;0;Y
Nezařaz;70320;4;0;0;1;0;Y
ANO;70321;0;67;0;8;3;N
ODS;70321;22;0;0;1;0;Y
Piráti;70321;21;0;0;0;1;Y
SPD;70321;17;0;1;0;1;Y
ČSSD;70321;0;6;3;4;2;O
KSČM;70321;0;11;0;4;0;N
KDU-ČSL;70321;9;0;1;0;0;Y
TOP09;70321;4;0;1;0;2;Y
STAN;70321;5;0;0;1;0;Y
Nezařaz;70321;4;0;0;1;0;Y
ANO;70322;0;69;0;6;3;N
ODS;70322;22;0;0;1;0;Y
Piráti;70322;21;0;0;0;1;Y
SPD;70322;15;0;1;2;1;Y
ČSSD;70322;0;5;3;5;2;O
KSČM;70322;0;11;0;4;0;N
KDU-ČSL;70322;9;0;1;0;0;Y
TOP09;70322;4;0;1;0;2;Y
STAN;70322;5;0;0;1;0;Y
Nezařaz;70322;4;0;0;1;0;Y
ANO;70323;0;67;0;8;3;N
ODS;70323;22;0;0;1;0;Y
Piráti;70323;20;0;0;1;1;Y
SPD;70323;15;0;0;3;1;Y
ČSSD;70323;0;6;2;5;2;O
KSČM;70323;0;11;0;4;0;N
KDU-ČSL;70323;9;0;1;0;0;Y
TOP09;70323;4;0;1;0;2;Y
STAN;70323;5;0;0;1;0;Y
Nezařaz;70323;4;0;0;1;0;Y
ANO;70324;0;68;0;7;3;N
ODS;70324;22;0;0;1;0;Y
Piráti;70324;21;0;0;0;1;Y
SPD;70324;18;0;0;0;1;Y
ČSSD;70324;0;6;1;6;2;O
KSČM;70324;0;11;0;4;0;N
KDU-ČSL;70324;9;0;1;0;0;Y
TOP09;70324;4;0;1;0;2;Y
STAN;70324;5;0;0;1;0;Y
Nezařaz;70324;4;0;0;1;0;Y
ANO;70325;0;67;0;8;3;N
ODS;70325;22;0;0;1;0;Y
Piráti;70325;20;0;0;1;1;Y
SPD;70325;15;0;0;3;1;Y
ČSSD;70325;0;6;1;6;2;O
KSČM;70325;0;7;0;8;0;O
KDU-ČSL;70325;8;0;1;1;0;Y
TOP09;70325;4;0;1;0;2;Y
STAN;70325;5;0;0;1;0;Y
Nezařaz;70325;4;0;0;1;0;Y
ANO;70326;0;67;0;8;3;N
ODS;70326;22;0;0;1;0;Y
Piráti;70326;20;0;0;1;1;Y
SPD;70326;17;0;0;1;1;Y
ČSSD;70326;0;7;1;5;2;O
KSČM;70326;0;11;0;4;0;N
KDU-ČSL;70326;9;0;1;0;0;Y
TOP09;70326;4;0;1;0;2;Y
STAN;70326;5;0;0;1;0;Y
Nezařaz;70326;4;0;0;1;0;Y
ANO;70327;0;64;0;11;3;N
ODS;70327;21;0;0;2;0;Y
Piráti;70327;19;0;0;2;1;Y
SPD;70327;15;0;0;3;1;Y
ČSSD;70327;0;6;1;6;2;O
KSČM;70327;0;11;0;4;0;N
KDU-ČSL;70327;9;0;1;0;0;Y
TOP09;70327;4;0;1;0;2;Y
STAN;70327;5;0;0;1;0;Y
Nezařaz;70327;4;0;0;1;0;Y
ANO;70328;0;65;0;10;3;N
ODS;70328;21;0;0;2;0;Y
Piráti;70328;21;0;0;0;1;Y
SPD;70328;14;0;0;4;1;Y
ČSSD;70328;0;4;1;8;2;O
KSČM;70328;0;10;0;5;0;N
KDU-ČSL;70328;9;0;1;0;0;Y
TOP09;70328;4;0;1;0;2;Y
STAN;70328;5;0;0;1;0;Y
Nezařaz;70328;4;0;0;1;0;Y
ANO;70329;0;61;0;14;3;N
ODS;70329;21;0;0;2;0;Y
Piráti;70329;21;0;0;0;1;Y
SPD;70329;15;0;0;3;1;Y
ČSSD;70329;0;6;1;6;2;O
KSČM;70329;0;10;0;5;0;N
KDU-ČSL;70329;9;0;1;0;0;Y
TOP09;70329;4;0;1;0;2;Y
STAN;70329;5;0;0;1;0;Y
Nezařaz;70329;4;0;0;1;0;Y
ANO;70330;0;64;0;11;3;N
ODS;70330;21;0;0;2;0;Y
Piráti;70330;20;0;0;1;1;Y
SPD;70330;16;0;0;2;1;Y
ČSSD;70330;0;6;1;6;2;O
KSČM;70330;0;10;0;5;0;N
KDU-ČSL;70330;8;0;1;1;0;Y
TOP09;70330;3;0;1;1;2;O
STAN;70330;5;0;0;1;0;Y
Nezařaz;70330;4;0;0;1;0;Y
ANO;70331;0;66;0;9;3;N
ODS;70331;21;0;0;2;0;Y
Piráti;70331;21;0;0;0;1;Y
SPD;70331;16;0;0;2;1;Y
ČSSD;70331;0;8;1;4;2;N
KSČM;70331;0;10;0;5;0;N
KDU-ČSL;70331;8;0;1;1;0;Y
TOP09;70331;3;0;1;1;2;O
STAN;70331;5;0;0;1;0;Y
Nezařaz;70331;4;0;0;1;0;Y
ANO;70332;0;67;0;8;3;N
ODS;70332;21;0;0;2;0;Y
Piráti;70332;21;0;0;0;1;Y
SPD;70332;17;0;0;1;1;Y
ČSSD;70332;0;7;1;5;2;O
KSČM;70332;0;11;0;4;0;N
KDU-ČSL;70332;9;0;1;0;0;Y
TOP09;70332;4;0;1;0;2;Y
STAN;70332;5;0;0;1;0;Y
Nezařaz;70332;4;0;0;1;0;Y
ANO;70333;0;66;0;9;3;N
ODS;70333;21;0;0;2;0;Y
Piráti;70333;21;0;0;0;1;Y
SPD;70333;16;0;0;2;1;Y
ČSSD;70333;0;7;1;5;2;O
KSČM;70333;0;10;0;5;0;N
KDU-ČSL;70333;9;0;1;0;0;Y
TOP09;70333;4;0;1;0;2;Y
STAN;70333;5;0;0;1;0;Y
Nezařaz;70333;4;0;0;1;0;Y
ANO;70334;0;62;0;13;3;N
ODS;70334;20;0;0;3;0;Y
Piráti;70334;21;0;0;0;1;Y
SPD;70334;16;0;0;2;1;Y
ČSSD;70334;0;7;1;5;2;O
KSČM;70334;0;11;0;4;0;N
KDU-ČSL;70334;9;0;1;0;0;Y
TOP09;70334;4;0;1;0;2;Y
STAN;70334;5;0;0;1;0;Y
Nezařaz;70334;4;0;0;1;0;Y
ANO;70335;0;60;0;15;3;N
ODS;70335;21;0;0;2;0;Y
Piráti;70335;21;0;0;0;1;Y
SPD;70335;18;0;0;0;1;Y
ČSSD;70335;0;7;1;5;2;O
KSČM;70335;0;12;0;3;0;N
KDU-ČSL;70335;8;0;1;1;0;Y
TOP09;70335;4;0;1;0;2;Y
STAN;70335;4;0;0;2;0;Y
Nezařaz;70335;4;0;0;1;0;Y
ANO;70336;0;57;0;18;3;N
ODS;70336;21;0;0;2;0;Y
Piráti;70336;20;0;0;1;1;Y
SPD;70336;17;0;0;1;1;Y
ČSSD;70336;0;7;1;5;2;O
KSČM;70336;0;9;0;6;0;N
KDU-ČSL;70336;7;0;1;2;0;Y
TOP09;70336;4;0;1;0;2;Y
STAN;70336;4;0;0;2;0;Y
Nezařaz;70336;4;0;0;1;0;Y
ANO;70337;0;61;0;14;3;N
ODS;70337;21;0;0;2;0;Y
Piráti;70337;19;0;0;2;1;Y
SPD;70337;18;0;0;0;1;Y
ČSSD;70337;0;7;1;5;2;O
KSČM;70337;0;12;0;3;0;N
KDU-ČSL;70337;9;0;1;0;0;Y
TOP09;70337;4;0;1;0;2;Y
STAN;70337;4;0;0;2;0;Y
Nezařaz;70337;4;0;0;1;0;Y
ANO;70338;1;55;0;19;3;N
ODS;70338;20;0;0;3;0;Y
Piráti;70338;11;0;1;9;1;Y
SPD;70338;18;0;0;0;1;Y
ČSSD;70338;0;6;1;6;2;O
KSČM;70338;1;11;0;3;0;N
KDU-ČSL;70338;9;0;1;0;0;Y
TOP09;70338;4;0;1;0;2;Y
STAN;70338;4;0;0;2;0;Y
Nezařaz;70338;4;0;0;1;0;Y
ANO;70339;0;64;0;11;3;N
ODS;70339;20;0;0;3;0;Y
Piráti;70339;21;0;0;0;1;Y
SPD;70339;16;0;0;2;1;Y
ČSSD;70339;0;7;1;5;2;O
KSČM;70339;0;9;0;6;0;N
KDU-ČSL;70339;8;0;1;1;0;Y
TOP09;70339;4;0;1;0;2;Y
STAN;70339;4;0;0;2;0;Y
Nezařaz;70339;4;0;0;1;0;Y
ANO;70340;0;65;0;10;3;N
ODS;70340;21;0;0;2;0;Y
Piráti;70340;21;0;0;0;1;Y
SPD;70340;16;0;0;2;1;Y
ČSSD;70340;0;7;1;5;2;O
KSČM;70340;0;12;0;3;0;N
KDU-ČSL;70340;7;0;1;2;0;Y
TOP09;70340;4;0;1;0;2;Y
STAN;70340;3;0;0;3;0;Y
Nezařaz;70340;4;0;0;1;0;Y
ANO;70341;0;66;0;9;3;N
ODS;70341;21;0;0;2;0;Y
Piráti;70341;21;0;0;0;1;Y
SPD;70341;17;0;0;1;1;Y
ČSSD;70341;0;7;1;5;2;O
KSČM;70341;0;11;0;4;0;N
KDU-ČSL;70341;8;0;1;1;0;Y
TOP09;70341;4;0;1;0;2;Y
STAN;70341;4;0;0;2;0;Y
Nezařaz;70341;4;0;0;1;0;Y
ANO;70342;0;68;0;7;3;N
ODS;70342;21;0;0;2;0;Y
Piráti;70342;21;0;0;0;1;Y
SPD;70342;17;0;0;1;1;Y
ČSSD;70342;0;7;1;5;2;O
KSČM;70342;0;13;0;2;0;N
KDU-ČSL;70342;8;0;1;1;0;Y
TOP09;70342;4;0;1;0;2;Y
STAN;70342;4;0;0;2;0;Y
Nezařaz;70342;4;0;0;1;0;Y
ANO;70343;0;51;20;4;3;N
ODS;70343;15;0;7;1;0;Y
Piráti;70343;17;0;4;0;1;Y
SPD;70343;12;0;6;0;1;Y
ČSSD;70343;0;3;7;3;2;O
KSČM;70343;0;9;3;2;1;N
KDU-ČSL;70343;6;0;3;1;0;Y
TOP09;70343;3;0;2;0;2;O
STAN;70343;1;0;5;0;0;O
Nezařaz;70343;3;0;2;0;0;Y
ANO;70344;0;62;6;7;3;N
ODS;70344;16;0;5;2;0;Y
Piráti;70344;18;0;2;1;1;Y
SPD;70344;14;0;4;0;1;Y
ČSSD;70344;0;5;4;4;2;O
KSČM;70344;0;9;2;3;1;N
KDU-ČSL;70344;6;0;3;1;0;Y
TOP09;70344;3;0;2;0;2;O
STAN;70344;2;0;4;0;0;O
Nezařaz;70344;3;0;2;0;0;Y
ANO;70345;0;62;4;9;3;N
ODS;70345;16;0;5;2;0;Y
Piráti;70345;20;0;1;0;1;Y
SPD;70345;14;0;3;1;1;Y
ČSSD;70345;0;6;4;3;2;O
KSČM;70345;0;10;1;3;1;N
KDU-ČSL;70345;7;0;2;1;0;Y
TOP09;70345;3;0;2;0;2;O
STAN;70345;2;0;4;0;0;O
Nezařaz;70345;4;0;1;0;0;Y
ANO;70346;0;60;2;13;3;N
ODS;70346;18;0;3;2;0;Y
Piráti;70346;12;4;1;4;1;Y
SPD;70346;14;0;3;1;1;Y
ČSSD;70346;0;7;3;3;2;O
KSČM;70346;0;9;1;4;1;N
KDU-ČSL;70346;4;0;1;5;0;O
TOP09;70346;3;0;1;1;2;O
STAN;70346;2;0;4;0;0;O
Nezařaz;70346;4;0;1;0;0;Y
ANO;70347;0;60;2;13;3;N
